"Name"|"Symbol"|"Type"|"Locus"|"OMIM"
"DNA polymerase eta"|"POLH"|"gene with protein product"|"6p21.1"|603968
"latent transforming growth factor beta binding protein 1"|"LTBP1"|"gene with protein product"|"2p22.3"|150390
"zinc finger protein 469"|"ZNF469"|"gene with protein product"|"16q24.2"|612078
"PR/SET domain 5"|"PRDM5"|"gene with protein product"|"4q27"|614161
"angiogenic factor with G-patch and FHA domains 1"|"AGGF1"|"gene with protein product"|"5q13.3"|608464
"metaxin 2"|"MTX2"|"gene with protein product"|"2q31.1"|608555
"RNA polymerase III subunit B"|"POLR3B"|"gene with protein product"|"12q23.3"|614366
"3-hydroxyisobutyryl-CoA hydrolase"|"HIBCH"|"gene with protein product"|"2q32.2"|610690
"solute carrier family 27 member 4"|"SLC27A4"|"gene with protein product"|"9q34.11"|604194
"FLVCR heme transporter 1"|"FLVCR1"|"gene with protein product"|"1q32.3"|609144
"opsin 1, short wave sensitive"|"OPN1SW"|"gene with protein product"|"7q32.1"|613522
"teneurin transmembrane protein 1"|"TENM1"|"gene with protein product"|"Xq25"|300588
"cyclic nucleotide gated channel subunit alpha 2"|"CNGA2"|"gene with protein product"|"Xq28"|300338
"adenosylhomocysteinase"|"AHCY"|"gene with protein product"|"20q11.22"|180960
"decapping enzyme, scavenger"|"DCPS"|"gene with protein product"|"11q24.2"|610534
"adaptor related protein complex 1 subunit gamma 1"|"AP1G1"|"gene with protein product"|"16q22.2"|603533
"cereblon"|"CRBN"|"gene with protein product"|"3p26.2"|609262
"tumor suppressor candidate 3"|"TUSC3"|"gene with protein product"|"8p22"|601385
"trans-2,3-enoyl-CoA reductase"|"TECR"|"gene with protein product"|"19p13.12"|610057
"glutamate ionotropic receptor kainate type subunit 2"|"GRIK2"|"gene with protein product"|"6q16.3"|138244
"WASH complex subunit 4"|"WASHC4"|"gene with protein product"|"12q23.3"|615748
"serine protease 12"|"PRSS12"|"gene with protein product"|"4q26"|606709
"mediator complex subunit 23"|"MED23"|"gene with protein product"|"6q23.2"|605042
"CASP2 and RIPK1 domain containing adaptor with death domain"|"CRADD"|"gene with protein product"|"12q22"|603454
"zinc finger CCCH-type containing 14"|"ZC3H14"|"gene with protein product"|"14q31.3"|613279
"lines homolog 1"|"LINS1"|"gene with protein product"|"15q26.3"|610350
"methyltransferase like 23"|"METTL23"|"gene with protein product"|"17q25.2"|615262
"CAP-Gly domain containing linker protein 1"|"CLIP1"|"gene with protein product"|"12q24.31"|179838
"F-box protein 31"|"FBXO31"|"gene with protein product"|"16q24.2"|609102
"N-deacetylase and N-sulfotransferase 1"|"NDST1"|"gene with protein product"|"5q33.1"|600853
"formin 2"|"FMN2"|"gene with protein product"|"1q43"|606373
"enhancer of mRNA decapping 3"|"EDC3"|"gene with protein product"|"15q24.1"|609842
"histamine N-methyltransferase"|"HNMT"|"gene with protein product"|"2q22.1"|605238
"ezrin"|"EZR"|"gene with protein product"|"6q25.3"|123900
"lectin, mannose binding 2 like"|"LMAN2L"|"gene with protein product"|"2q11.2"|609552
"nuclear export mediator factor"|"NEMF"|"gene with protein product"|"14q21.3"|608378
"IQ motif and Sec7 domain ArfGEF 1"|"IQSEC1"|"gene with protein product"|"3p25.2"|610166
"TRAF2 and NCK interacting kinase"|"TNIK"|"gene with protein product"|"3q26.2-q26.31"|610005
"neurochondrin"|"NCDN"|"gene with protein product"|"1p34.3"|608458
"ubiquitination factor E4A"|"UBE4A"|"gene with protein product"|"11q23.3"|603753
"tetratricopeptide repeat domain 5"|"TTC5"|"gene with protein product"|"14q11.2"|619014
"phosphatidylinositol glycan anchor biosynthesis class C"|"PIGC"|"gene with protein product"|"1q24.3"|601730
"solute carrier family 45 member 1"|"SLC45A1"|"gene with protein product"|"1p36.23"|605763
"alkB homolog 8, tRNA methyltransferase"|"ALKBH8"|"gene with protein product"|"11q22.3"|613306
"membrane bound O-acyltransferase domain containing 7"|"MBOAT7"|"gene with protein product"|"19q13.42"|606048
"chromosome 12 open reading frame 4"|"C12ORF4"|"gene with protein product"|"12p13.32"|616082
"seryl-tRNA synthetase 1"|"SARS1"|"gene with protein product"|"1p13.3"|607529
"solute carrier family 12 member 2"|"SLC12A2"|"gene with protein product"|"5q23.3"|600840
"arginine and serine rich coiled-coil 1"|"RSRC1"|"gene with protein product"|"3q25.32"|613352
"N-alpha-acetyltransferase 20, NatB catalytic subunit"|"NAA20"|"gene with protein product"|"20p11.23"|610833
"coiled-coil and C2 domain containing 1A"|"CC2D1A"|"gene with protein product"|"19p13.12"|610055
"secreted LY6/PLAUR domain containing 1"|"SLURP1"|"gene with protein product"|"8q24.3"|606119
"serpin family A member 12"|"SERPINA12"|"gene with protein product"|"14q32.13"|617471
"synaptotagmin 1"|"SYT1"|"gene with protein product"|"12q21.2"|185605
"laminin subunit alpha 5"|"LAMA5"|"gene with protein product"|"20q13.33"|601033
"ADAMTS like 1"|"ADAMTSL1"|"gene with protein product"|"9p22.2-p22.1"|609198
"NAD synthetase 1"|"NADSYN1"|"gene with protein product"|"11q13.4"|608285
"3-hydroxyanthranilate 3,4-dioxygenase"|"HAAO"|"gene with protein product"|"2p21"|604521
"cytochrome P450 family 51 subfamily A member 1"|"CYP51A1"|"gene with protein product"|"7q21.2"|601637
"phospholipase A2 activating protein"|"PLAA"|"gene with protein product"|"9p21.2"|603873
"kinase D interacting substrate 220"|"KIDINS220"|"gene with protein product"|"2p25.1"|615759
"kinase suppressor of ras 2"|"KSR2"|"gene with protein product"|"12q24.22-q24.23"|610737
"solute carrier family 39 member 14"|"SLC39A14"|"gene with protein product"|"8p21.3"|608736
"mucin 1, cell surface associated"|"MUC1"|"gene with protein product"|"1q22"|158340
"uromodulin"|"UMOD"|"gene with protein product"|"16p12.3"|191845
"WNK lysine deficient protein kinase 4"|"WNK4"|"gene with protein product"|"17q21.2"|601844
"collagen type IV alpha 4 chain"|"COL4A4"|"gene with protein product"|"2q36.3"|120131
"claudin 10"|"CLDN10"|"gene with protein product"|"13q32.1"|617579
"zinc finger MIZ-type containing 1"|"ZMIZ1"|"gene with protein product"|"10q22.3"|607159
"pseudouridine synthase 7"|"PUS7"|"gene with protein product"|"7q22.3"|616261
"trafficking protein particle complex subunit 4"|"TRAPPC4"|"gene with protein product"|"11q23.3"|610971
"mannosidase alpha class 2C member 1"|"MAN2C1"|"gene with protein product"|"15q24.2"|154580
"thyroid hormone receptor interactor 12"|"TRIP12"|"gene with protein product"|"2q36.3"|604506
"BCL6 corepressor like 1"|"BCORL1"|"gene with protein product"|"Xq26.1"|300688
"lysine methyltransferase 2E (inactive)"|"KMT2E"|"gene with protein product"|"7q22.3"|608444
"small vasohibin binding protein"|"SVBP"|"gene with protein product"|"1p34.2"|617853
"F-box and WD repeat domain containing 11"|"FBXW11"|"gene with protein product"|"5q35.1"|605651
"ankyrin repeat domain 17"|"ANKRD17"|"gene with protein product"|"4q13.3"|615929
"ER membrane protein complex subunit 10"|"EMC10"|"gene with protein product"|"19q13.33"|614545
"BCAS3 microtubule associated cell migration factor"|"BCAS3"|"gene with protein product"|"17q23.2"|607470
"spectrin beta, non-erythrocytic 1"|"SPTBN1"|"gene with protein product"|"2p16.2"|182790
"LMBR1 domain containing 2"|"LMBRD2"|"gene with protein product"|"5p13.2"|619490
"tRNA methyltransferase 1"|"TRMT1"|"gene with protein product"|"19p13.13"|611669
"SATB homeobox 1"|"SATB1"|"gene with protein product"|"3p24.3"|602075
"trinucleotide repeat containing adaptor 6B"|"TNRC6B"|"gene with protein product"|"22q13.1"|610740
"ring finger protein 2"|"RNF2"|"gene with protein product"|"1q25.3"|608985
"synaptotagmin binding cytoplasmic RNA interacting protein"|"SYNCRIP"|"gene with protein product"|"6q14.3"|616686
"WD repeat and FYVE domain containing 3"|"WDFY3"|"gene with protein product"|"4q21.23"|617485
"CCR4-NOT transcription complex subunit 3"|"CNOT3"|"gene with protein product"|"19q13.42"|604910
"ubiquitin protein ligase E3 component n-recognin 7"|"UBR7"|"gene with protein product"|"14q32.12"|613816
"WASP family member 1"|"WASF1"|"gene with protein product"|"6q21"|605035
"SET domain containing 1A, histone lysine methyltransferase"|"SETD1A"|"gene with protein product"|"16p11.2"|611052
"MAP kinase activating death domain"|"MADD"|"gene with protein product"|"11p11.2"|603584
"netrin G2"|"NTNG2"|"gene with protein product"|"9q34.13"|618689
"coiled-coil domain containing 32"|"CCDC32"|"gene with protein product"|"15q15.1"|618941
"protein associated with LIN7 1, MAGUK p55 family member"|"PALS1"|"gene with protein product"|"14q23.3"|606958
"lysine demethylase 4B"|"KDM4B"|"gene with protein product"|"19p13.3"|609765
"discs large MAGUK scaffold protein 4"|"DLG4"|"gene with protein product"|"17p13.1"|602887
"DEAD-box helicase 6"|"DDX6"|"gene with protein product"|"11q23.3"|600326
"dihydropyrimidinase like 5"|"DPYSL5"|"gene with protein product"|"2p23.3"|608383
"mediator complex subunit 27"|"MED27"|"gene with protein product"|"9q34.13"|605044
"4-hydroxyphenylpyruvate dioxygenase like"|"HPDL"|"gene with protein product"|"1p34.1"|618994
"heparan sulfate 2-O-sulfotransferase 1"|"HS2ST1"|"gene with protein product"|"1p22.3"|604844
"glutamate ionotropic receptor AMPA type subunit 4"|"GRIA4"|"gene with protein product"|"11q22.3"|138246
"mediator complex subunit 13"|"MED13"|"gene with protein product"|"17q23.2"|603808
"transcription factor 20"|"TCF20"|"gene with protein product"|"22q13.2"|603107
"transcription factor 7 like 2"|"TCF7L2"|"gene with protein product"|"10q25.2-q25.3"|602228
"jumonji and AT-rich interaction domain containing 2"|"JARID2"|"gene with protein product"|"6p22.3"|601594
"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1"|"HUWE1"|"gene with protein product"|"Xp11.22"|300697
"protein tyrosine phosphatase non-receptor type 23"|"PTPN23"|"gene with protein product"|"3p21.31"|606584
"mitogen-activated protein kinase 8 interacting protein 3"|"MAPK8IP3"|"gene with protein product"|"16p13.3"|605431
"bromodomain PHD finger transcription factor"|"BPTF"|"gene with protein product"|"17q24.2"|601819
"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"|"TANC2"|"gene with protein product"|"17q23.2-q23.3"|615047
"dedicator of cytokinesis 3"|"DOCK3"|"gene with protein product"|"3p21.2"|603123
"ring finger protein, LIM domain interacting"|"RLIM"|"gene with protein product"|"Xq13.2"|300379
"actin like 6A"|"ACTL6A"|"gene with protein product"|"3q26.33"|604958
"chloride voltage-gated channel 3"|"CLCN3"|"gene with protein product"|"4q33"|600580
"argonaute 2, RISC catalytic component"|"AGO2"|"gene with protein product"|"8q24.3"|606229
"lysine acetyltransferase 8"|"KAT8"|"gene with protein product"|"16p11.2"|609912
"proteasome 26S subunit, non-ATPase 12"|"PSMD12"|"gene with protein product"|"17q24.2"|604450
"NK6 homeobox 2"|"NKX6-2"|"gene with protein product"|"10q26.3"|605955
"basonuclin 2"|"BNC2"|"gene with protein product"|"9p22.3-p22.2"|608669
"GDNF inducible zinc finger protein 1"|"GZF1"|"gene with protein product"|"20p11.21"|613842
"uroplakin 3A"|"UPK3A"|"gene with protein product"|"22q13.31"|611559
"dual serine/threonine and tyrosine protein kinase"|"DSTYK"|"gene with protein product"|"1q32.1"|612666
"H2.0 like homeobox"|"HLX"|"gene with protein product"|"1q41"|142995
"vitamin D receptor"|"VDR"|"gene with protein product"|"12q13.11"|601769
"glypican 6"|"GPC6"|"gene with protein product"|"13q31.3-q32.1"|604404
"KIAA0825"|"KIAA0825"|"gene with protein product"|"5q15"|617266
"zinc finger protein 141"|"ZNF141"|"gene with protein product"|"4p16.3"|194648
"IQ motif containing E"|"IQCE"|"gene with protein product"|"7p22.3"|617631
"CBY1 interacting BAR domain containing 1"|"CIBAR1"|"gene with protein product"|"8q22.1"|617273
"T-box transcription factor 15"|"TBX15"|"gene with protein product"|"1p12"|604127
"biglycan"|"BGN"|"gene with protein product"|"Xq28"|301870
"POP1 homolog, ribonuclease P/MRP subunit"|"POP1"|"gene with protein product"|"8q22.2"|602486
"nucleolus and neural progenitor protein"|"NEPRO"|"gene with protein product"|"3q13.2"|617089
"DDRGK domain containing 1"|"DDRGK1"|"gene with protein product"|"20p13"|616177
"trafficking protein particle complex subunit 2"|"TRAPPC2"|"gene with protein product"|"Xp22.2"|300202
"fibronectin 1"|"FN1"|"gene with protein product"|"2q35"|135600
"glutathione peroxidase 4"|"GPX4"|"gene with protein product"|"19p13.3"|138322
"thyroid stimulating hormone subunit beta"|"TSHB"|"gene with protein product"|"1p13.2"|188540
"cytochrome P450 family 2 subfamily A member 6"|"CYP2A6"|"gene with protein product"|"19q13.2"|122720
"lysyl oxidase like 1"|"LOXL1"|"gene with protein product"|"15q24.1"|153456
"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"|"HSD3B2"|"gene with protein product"|"1p12"|613890
"nuclear factor of activated T cells 5"|"NFAT5"|"gene with protein product"|"16q22.1"|604708
"receptor interacting serine/threonine kinase 1"|"RIPK1"|"gene with protein product"|"6p25.2"|603453
"chromodomain helicase DNA binding protein 1"|"CHD1"|"gene with protein product"|"5q15-q21.1"|602118
"polyamine modulated factor 1 binding protein 1"|"PMFBP1"|"gene with protein product"|"16q22.2"|618085
"Sad1 and UNC84 domain containing 5"|"SUN5"|"gene with protein product"|"20q11.21"|613942
"small muscle protein X-linked"|"SMPX"|"gene with protein product"|"Xp22.12"|300226
"ubiquitin specific peptidase 48"|"USP48"|"gene with protein product"|"1p36.12"|617445
"single stranded DNA binding protein 1"|"SSBP1"|"gene with protein product"|"7q34"|600439
"transformation/transcription domain associated protein"|"TRRAP"|"gene with protein product"|"7q22.1"|603015
"phosphodiesterase 1C"|"PDE1C"|"gene with protein product"|"7p14.3"|602987
"solute carrier family 44 member 4"|"SLC44A4"|"gene with protein product"|"6p21.33"|606107
"POU class 4 homeobox 3"|"POU4F3"|"gene with protein product"|"5q32"|602460
"tectorin alpha"|"TECTA"|"gene with protein product"|"11q23.3"|602574
"transmembrane channel like 1"|"TMC1"|"gene with protein product"|"9q21.13"|606706
"cochlin"|"COCH"|"gene with protein product"|"14q12"|603196
"gasdermin E"|"GSDME"|"gene with protein product"|"7p15.3"|608798
"potassium voltage-gated channel subfamily Q member 4"|"KCNQ4"|"gene with protein product"|"1p34.2"|603537
"coiled-coil domain containing 50"|"CCDC50"|"gene with protein product"|"3q28"|611051
"crystallin mu"|"CRYM"|"gene with protein product"|"16p12.2"|123740
"solute carrier family 17 member 8"|"SLC17A8"|"gene with protein product"|"12q23.1"|607557
"microRNA 96"|"MIR96"|"Non-coding RNA"|"7q32.2"|611606
"CEA cell adhesion molecule 16, tectorial membrane component"|"CEACAM16"|"gene with protein product"|"19q13.31-q13.32"|614591
"diaphanous related formin 3"|"DIAPH3"|"gene with protein product"|"13q21.2"|614567
"diablo IAP-binding mitochondrial protein"|"DIABLO"|"gene with protein product"|"12q24.31"|605219
"purinergic receptor P2X 2"|"P2RX2"|"gene with protein product"|"12q24.33"|600844
"tenascin C"|"TNC"|"gene with protein product"|"9q33.1"|187380
"myosin IC"|"MYO1C"|"gene with protein product"|"17p13.3"|606538
"oxysterol binding protein like 2"|"OSBPL2"|"gene with protein product"|"20q13.33"|606731
"homer scaffold protein 2"|"HOMER2"|"gene with protein product"|"15q25.2"|604799
"minichromosome maintenance complex component 2"|"MCM2"|"gene with protein product"|"3q21.3"|116945
"CD164 molecule"|"CD164"|"gene with protein product"|"6q21"|603356
"ATP binding cassette subfamily C member 1"|"ABCC1"|"gene with protein product"|"16p13.11"|158343
"protein tyrosine phosphatase receptor type Q"|"PTPRQ"|"gene with protein product"|"12q21.31"|603317
"plastin 1"|"PLS1"|"gene with protein product"|"3q23"|602734
"myosin IA"|"MYO1A"|"gene with protein product"|"12q13.3"|601478
"diphosphoinositol pentakisphosphate kinase 2"|"PPIP5K2"|"gene with protein product"|"5q21.1"|611648
"transmembrane protein 132E"|"TMEM132E"|"gene with protein product"|"17q12"|616178
"GRB2 related adaptor protein"|"GRAP"|"gene with protein product"|"17p11.2"|604330
"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB"|"BDP1"|"gene with protein product"|"5q13.2"|607012
"receptor tyrosine kinase like orphan receptor 1"|"ROR1"|"gene with protein product"|"1p31.3"|602336
"WW domain binding protein 2"|"WBP2"|"gene with protein product"|"17q25.1"|606962
"EPS8 like 2"|"EPS8L2"|"gene with protein product"|"11p15.5"|614988
"transmembrane inner ear"|"TMIE"|"gene with protein product"|"3p21.31"|607237
"transmembrane serine protease 3"|"TMPRSS3"|"gene with protein product"|"21q22.3"|605511
"ELMO domain containing 3"|"ELMOD3"|"gene with protein product"|"2p11.2"|615427
"myosin XVA"|"MYO15A"|"gene with protein product"|"17p11.2"|602666
"otoferlin"|"OTOF"|"gene with protein product"|"2p23.3"|603681
"stereocilin"|"STRC"|"gene with protein product"|"15q15.3"|606440
"TRIO and F-actin binding protein"|"TRIOBP"|"gene with protein product"|"22q13.1"|609761
"radixin"|"RDX"|"gene with protein product"|"11q22.3"|179410
"LHFPL tetraspan subfamily member 5"|"LHFPL5"|"gene with protein product"|"6p21.31"|609427
"estrogen related receptor beta"|"ESRRB"|"gene with protein product"|"14q24.3"|602167
"MARVEL domain containing 2"|"MARVELD2"|"gene with protein product"|"5q13.2"|610572
"myosin IIIA"|"MYO3A"|"gene with protein product"|"10p12.1"|606808
"solute carrier family 26 member 5"|"SLC26A5"|"gene with protein product"|"7q22.1"|604943
"otoancorin"|"OTOA"|"gene with protein product"|"16p12.2"|607038
"pejvakin"|"PJVK"|"gene with protein product"|"2q31.2"|610219
"claudin 14"|"CLDN14"|"gene with protein product"|"21q22.13"|605608
"leucine rich transmembrane and O-methyltransferase domain containing"|"LRTOMT"|"gene with protein product"|"11q13.4"|612414
